,具体地址,单价,建造年份,总价,房型,标题,楼层,链接,面积
4551,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19650元/m²,2016年建造,281,4室2厅,万科粹叠园 得房率高 买房不二之选 双学双铁,高层(共33层),https://nc.anjuke.com/prop/view/A1587169066?from=filter&spread=commsearch_p&position=1552&kwtype=filter&now_time=1550802710,143m²
4552,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,15462元/m²,2013年建造,147,3室2厅,绿地国际博览城 一线江景 湖景房 采光绝杀 房东诚售欢迎来撩,高层(共32层),https://nc.anjuke.com/prop/view/A1572538339?from=filter&spread=commsearch_p&position=1553&kwtype=filter&now_time=1550802710,95m²
4553,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19895元/m²,2016年建造,380,4室2厅,万科粹叠园  房东因个人原因 着急出手 得房率高,低层(共33层),https://nc.anjuke.com/prop/view/A1587169076?from=filter&spread=commsearch_p&position=1554&kwtype=filter&now_time=1550802710,191m²
4554,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14545元/m²,2018年建造,160,3室2厅,来电享内折九龙湖西客站地铁口旁新力东园精装南北通透三房！！,中层(共32层),https://nc.anjuke.com/prop/view/A1588777856?from=filter&spread=commsearch_p&position=1555&kwtype=filter&now_time=1550802710,110m²
4555,绿地悦城B区  红谷滩-九龙湖新区-西站大街,19930元/m²,2013年建造,285,3室2厅,西客站 绿地悦城 房东精心装修因特殊原因急售 读外国语和附小,高层(共18层),https://nc.anjuke.com/prop/view/A1564037699?from=filter&spread=commsearch_p&position=1556&kwtype=filter&now_time=1550802710,143m²
4556,力高御景天城  红谷滩-九龙湖新区-西站大街518号,16000元/m²,2017年建造,176,3室2厅,九龙湖西客站省政府 地铁口 豪华装修 大面积绿化 品质小区,中层(共34层),https://nc.anjuke.com/prop/view/A1586151735?from=filter&spread=commsearch_p&position=1557&kwtype=filter&now_time=1550802710,110m²
4557,华润凯旋门  红谷滩-九龙湖新区-西站东街,14722元/m²,2016年建造,106,2室2厅,有钥匙 华润凯旋门 地铁口实用2居室 省政府西客站省妇保旁,中层(共29层),https://nc.anjuke.com/prop/view/A1586897653?from=filter&spread=commsearch_p&position=1558&kwtype=filter&now_time=1550802710,72m²
4558,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19838元/m²,2016年建造,380,4室2厅,（万科自营）九龙湖绿地悦城旁万科粹叠园双学双铁随时看房,低层(共33层),https://nc.anjuke.com/prop/view/A1587169089?from=filter&spread=commsearch_p&position=1559&kwtype=filter&now_time=1550802710,191m²
4559,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,20000元/m²,2015年建造,280,4室2厅,万科自营，南昌万科粹叠园南师附小外国语地铁口不限购万科物业,低层(共33层),https://nc.anjuke.com/prop/view/A1587185815?from=filter&spread=commsearch_p&position=1560&kwtype=filter&now_time=1550802710,140m²
4560,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14545元/m²,2018年建造,160,3室2厅,来电享内折九龙湖西客站地铁口旁新力东园精装南北通透三房！！,中层(共32层),https://nc.anjuke.com/prop/view/A1588777856?from=filter&spread=commsearch_p&position=1561&kwtype=filter&now_time=1550802712,110m²
4561,绿地悦城B区  红谷滩-九龙湖新区-西站大街,19930元/m²,2013年建造,285,3室2厅,西客站 绿地悦城 房东精心装修因特殊原因急售 读外国语和附小,高层(共18层),https://nc.anjuke.com/prop/view/A1564037699?from=filter&spread=commsearch_p&position=1562&kwtype=filter&now_time=1550802712,143m²
4562,力高御景天城  红谷滩-九龙湖新区-西站大街518号,16000元/m²,2017年建造,176,3室2厅,九龙湖西客站省政府 地铁口 豪华装修 大面积绿化 品质小区,中层(共34层),https://nc.anjuke.com/prop/view/A1586151735?from=filter&spread=commsearch_p&position=1563&kwtype=filter&now_time=1550802712,110m²
4563,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19895元/m²,2015年建造,380,4室2厅,万科粹叠园 双学 双地铁 得房率高 九龙湖 绿地悦城旁,低层(共33层),https://nc.anjuke.com/prop/view/A1587169091?from=filter&spread=commsearch_p&position=1564&kwtype=filter&now_time=1550802712,191m²
4564,华润凯旋门  红谷滩-九龙湖新区-西站东街,14722元/m²,2016年建造,106,2室2厅,有钥匙 华润凯旋门 地铁口实用2居室 省政府西客站省妇保旁,中层(共29层),https://nc.anjuke.com/prop/view/A1586897653?from=filter&spread=commsearch_p&position=1565&kwtype=filter&now_time=1550802712,72m²
4565,绿地悦城D区  红谷滩-九龙湖新区-西站大街,19231元/m²,2014年建造,275,3室2厅,绿地悦城D区 地铁口 少年宫 国体旁 房东诚心出售,中层(共18层),https://nc.anjuke.com/prop/view/A1579719046?from=filter&spread=commsearch_p&position=1566&kwtype=filter&now_time=1550802712,143m²
4566,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,15514元/m²,2016年建造,148,3室2厅,绿地国博不限购 房东20万结婚装修小三房 拎包入住近地铁学校,中层(共30层),https://nc.anjuke.com/prop/view/A1588427656?from=filter&spread=commsearch_p&position=1567&kwtype=filter&now_time=1550802712,95m²
4567,绿地悦城E区  红谷滩-九龙湖新区-江西省南昌市红角洲学府大道西站大街,17984元/m²,2015年建造,380,4室2厅,绿地悦城E区 3房朝南 一手房东可随时过户 业主缺钱急售,中层(共20层),https://nc.anjuke.com/prop/view/A1567204742?from=filter&spread=commsearch_p&position=1568&kwtype=filter&now_time=1550802712,211m²
4568,绿地悦城E区  红谷滩-九龙湖新区-江西省南昌市红角洲学府大道西站大街,18182元/m²,2014年建造,260,3室2厅,绿地悦城超低 价房源 房东急售只卖三天 楼层采光完全没问题,中层(共18层),https://nc.anjuke.com/prop/view/A1588675440?from=filter&spread=commsearch_p&position=1569&kwtype=filter&now_time=1550802712,143m²
4569,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,20214元/m²,2016年建造,283,4室2厅,万科粹叠园 双学 双地铁 得房率高  绿地悦城旁,低层(共33层),https://nc.anjuke.com/prop/view/A1587169071?from=filter&spread=commsearch_p&position=1570&kwtype=filter&now_time=1550802712,140m²
4570,绿地国际博览城卧珑  红谷滩-九龙湖新区-九龙大道1177号,14091元/m²,2017年建造,155,3室2厅,绿地国际博览城 视野开阔 遥看九龙湖 生活不再压抑,高层(共32层),https://nc.anjuke.com/prop/view/A1583664955?from=filter&spread=commsearch_p&position=1571&kwtype=filter&now_time=1550802712,110m²
4571,绿地国际博览城君珑  红谷滩-九龙湖新区-九龙大道1177号,13750元/m²,2016年建造,110,2室2厅,职务升迁，房东需到上海工作，急售国博一期2房 低于市价10万,高层(共32层),https://nc.anjuke.com/prop/view/A1587797157?from=filter&spread=commsearch_p&position=1572&kwtype=filter&now_time=1550802712,80m²
4572,华润凯旋门  红谷滩-九龙湖新区-西站东街,14580元/m²,2015年建造,163,4室2厅,华润凯旋门小高层大面积便宜出售，学校房 地铁口 还在观望,高层(共11层),https://nc.anjuke.com/prop/view/A1585645627?from=filter&spread=commsearch_p&position=1573&kwtype=filter&now_time=1550802712,111m²
4573,"绿地悦城F区  红谷滩-九龙湖新区-西站大街,近三清山大道",19720元/m²,2014年建造,282,3室2厅,九龙湖绿地悦城 省府单位团购房 读南师附小地铁国体站,中层(共18层),https://nc.anjuke.com/prop/view/A1587711107?from=filter&spread=commsearch_p&position=1574&kwtype=filter&now_time=1550802712,143m²
4574,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,18881元/m²,2015年建造,270,4室2厅,万科自营，绿地悦城旁，就读外国语，南师，万科物业管理,高层(共33层),https://nc.anjuke.com/prop/view/A1580420751?from=filter&spread=commsearch_p&position=1575&kwtype=filter&now_time=1550802712,143m²
4575,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,14931元/m²,2014年建造,260,4室2厅,九龙湖花园  省政府住宅 与省委相伴 户型方正 得房率高,高层(共32层),https://nc.anjuke.com/prop/view/A1567204785?from=filter&spread=commsearch_p&position=1576&kwtype=filter&now_time=1550802712,174m²
4576,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,20000元/m²,2015年建造,280,4室2厅,万科自营，南昌万科粹叠园南师附小外国语地铁口不限购万科物业,低层(共33层),https://nc.anjuke.com/prop/view/A1587185815?from=filter&spread=commsearch_p&position=1577&kwtype=filter&now_time=1550802712,140m²
4577,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19316元/m²,2016年建造,370,4室2厅,（万科自营）九龙湖绿地悦城旁性价比超高大平层随时看房,高层(共33层),https://nc.anjuke.com/prop/view/A1587162222?from=filter&spread=commsearch_p&position=1578&kwtype=filter&now_time=1550802712,191m²
4578,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",12000元/m²,2019年建造,46.8,1室1厅,省政府西站旁 精装loft公寓 采光无档 楼下地铁站,高层(共22层),https://nc.anjuke.com/prop/view/A1586735776?from=filter&spread=commsearch_p&position=1579&kwtype=filter&now_time=1550802712,39m²
4579,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19838元/m²,2015年建造,380,4室2厅,（万科自营）九龙湖外国语对面万科粹叠园大平层带车位急售,高层(共33层),https://nc.anjuke.com/prop/view/A1587177312?from=filter&spread=commsearch_p&position=1580&kwtype=filter&now_time=1550802712,191m²
4580,绿地悦城D区  红谷滩-九龙湖新区-西站大街,18042元/m²,2015年建造,258,3室2厅,绿地悦城市政府集资房，业主诚心出售，产证已下！首付一半！,中层(共18层),https://nc.anjuke.com/prop/view/A1579460727?from=filter&spread=commsearch_p&position=1581&kwtype=filter&now_time=1550802712,143m²
4581,绿地国际博览城卧珑  红谷滩-九龙湖新区-九龙大道1177号,17647元/m²,2014年建造,210,3室2厅,绿地国博城，高端洋房  入住舒适，赠送多，房东诚售,高层(共6层),https://nc.anjuke.com/prop/view/A1579591012?from=filter&spread=commsearch_p&position=1582&kwtype=filter&now_time=1550802712,119m²
4582,九龙馨苑  红谷滩-九龙湖新区-祥云大道,17939元/m²,2015年建造,296,4室2厅,九龙馨苑 户型方正 南北通透 自带食堂 产证已下 读南师附小,低层(共30层),https://nc.anjuke.com/prop/view/A1567204869?from=filter&spread=commsearch_p&position=1583&kwtype=filter&now_time=1550802712,165m²
4583,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,17600元/m²,2016年建造,220,3室2厅,急售！实拍实价 绿地国际博览城 高端别墅 房东调到外地工作,高层(共8层),https://nc.anjuke.com/prop/view/A1589405834?from=filter&spread=commsearch_p&position=1584&kwtype=filter&now_time=1550802712,125m²
4584,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14000元/m²,2018年建造,154,3室2厅,九龙湖核心区 新力东园首付45万起，找我享内部团购价！！！,中层(共28层),https://nc.anjuke.com/prop/view/A1584454182?from=filter&spread=commsearch_p&position=1585&kwtype=filter&now_time=1550802712,110m²
4585,锦天府  红谷滩-九龙湖新区-西站大街555号,15349元/m²,2017年建造,132,3室2厅,锦天府 省妇保 地铁口 就读新龙岗 和省委省政府同一学校,中层(共28层),https://nc.anjuke.com/prop/view/A1588862476?from=filter&spread=commsearch_p&position=1586&kwtype=filter&now_time=1550802712,86m²
4586,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19995元/m²,2016年建造,383,4室2厅,（万科自营）九龙湖新区不限购绿地悦城旁万科粹叠园万科物业,中层(共33层),https://nc.anjuke.com/prop/view/A1587162243?from=filter&spread=commsearch_p&position=1587&kwtype=filter&now_time=1550802712,191m²
4587,绿地悦城D区  红谷滩-九龙湖新区-西站大街,18182元/m²,2014年建造,260,3室2厅,绿地悦城 地铁口旁  南师附小和外国语中学,低层(共18层),https://nc.anjuke.com/prop/view/A1588587893?from=filter&spread=commsearch_p&position=1588&kwtype=filter&now_time=1550802712,143m²
4588,绿地悦城D区  红谷滩-九龙湖新区-西站大街,19021元/m²,2015年建造,272,3室2厅,九龙湖核心位置 生活便捷 配套齐全 出门双地铁 名校环绕,中层(共18层),https://nc.anjuke.com/prop/view/A1587629565?from=filter&spread=commsearch_p&position=1589&kwtype=filter&now_time=1550802712,143m²
4589,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",11842元/m²,2018年建造,45,2室1厅,九龙湖核心西站隔壁双地铁口精装loft公寓单价1万2找我折扣,高层(共23层),https://nc.anjuke.com/prop/view/A1586850778?from=filter&spread=commsearch_p&position=1590&kwtype=filter&now_time=1550802712,38m²
4590,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",11026元/m²,2019年建造,43,1室1厅,九龙湖 纵邦MOHO国际 不限购 精装LOFT公寓 赠送一层,高层(共22层),https://nc.anjuke.com/prop/view/A1586767322?from=filter&spread=commsearch_p&position=1591&kwtype=filter&now_time=1550802712,39m²
4591,绿地悦城E区  红谷滩-九龙湖新区-江西省南昌市红角洲学府大道西站大街,17441元/m²,2015年建造,368,5室2厅,全省弟一大平层 四房加送保姆间 大开间 独门独户 高端大气,高层(共25层),https://nc.anjuke.com/prop/view/A1587638293?from=filter&spread=commsearch_p&position=1592&kwtype=filter&now_time=1550802712,211m²
4592,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,20047元/m²,2016年建造,384,4室2厅,（万科自营）九龙湖绿地悦城旁万科粹叠园里一套性价比超高的房子,高层(共33层),https://nc.anjuke.com/prop/view/A1587162234?from=filter&spread=commsearch_p&position=1593&kwtype=filter&now_time=1550802712,191m²
4593,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19441元/m²,2015年建造,278,4室2厅,（万科自营）九龙湖地铁口，万科粹叠园，南北通透大四房,高层(共33层),https://nc.anjuke.com/prop/view/A1587190726?from=filter&spread=commsearch_p&position=1594&kwtype=filter&now_time=1550802712,143m²
4594,力高御景天城  红谷滩-九龙湖新区-西站大街518号,14943元/m²,2017年建造,130,3室2厅,内部抵工程款房 九龙湖西站 地铁口 豪华装修 高端通透三房,中层(共28层),https://nc.anjuke.com/prop/view/A1588822413?from=filter&spread=commsearch_p&position=1595&kwtype=filter&now_time=1550802712,87m²
4595,恒天时尚中心  红谷滩-九龙湖新区-赣江南大道1566号,11806元/m²,2018年建造,85,2室2厅,九龙湖双地铁，270度江景尽收眼底，找我拿内部员工价,中层(共27层),https://nc.anjuke.com/prop/view/A1548493268?from=filter&spread=commsearch_p&position=1596&kwtype=filter&now_time=1550802712,72m²
4596,绿地悦城E区  红谷滩-九龙湖新区-江西省南昌市红角洲学府大道西站大街,18531元/m²,2015年建造,265,3室2厅,九龙湖核心位置 近学校 地铁 小区周边商业配套齐全 生活便捷,中层(共18层),https://nc.anjuke.com/prop/view/A1583143122?from=filter&spread=commsearch_p&position=1597&kwtype=filter&now_time=1550802712,143m²
4597,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,15110元/m²,2012年建造,145,3室2厅,绿地国际博览城 精装带家电家具 靠地铁口 就读育新 楼层绝杀,中层(共26层),https://nc.anjuke.com/prop/view/A1587745998?from=filter&spread=commsearch_p&position=1598&kwtype=filter&now_time=1550802712,95m²
4598,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",20718元/m²,2019年建造,375,5室3厅,九龙湖 省政府旁 叠加花园别墅 送地下室露台花园 团购特价房,低层(共6层),https://nc.anjuke.com/prop/view/A1587676378?from=filter&spread=commsearch_p&position=1599&kwtype=filter&now_time=1550802712,181m²
4599,明园九龙湾  红谷滩-九龙湖新区-国体大道,20506元/m²,2016年建造,290,4室2厅,九龙湖中心 读南师附小 外国语 国体站地铁口 一线江景4房,高层(共33层),https://nc.anjuke.com/prop/view/A1585669587?from=filter&spread=commsearch_p&position=1600&kwtype=filter&now_time=1550802712,141m²
4600,"绿地悦城A区  红谷滩-九龙湖新区-西站大街,近三清山大道",16588元/m²,2014年建造,350,5室2厅,绿地悦城 地铁口 省体育馆旁 就读南师附小和外国语中学,低层(共18层),https://nc.anjuke.com/prop/view/A1588578137?from=filter&spread=commsearch_p&position=1601&kwtype=filter&now_time=1550802712,211m²
4601,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,17368元/m²,2015年建造,330,4室2厅,万科粹叠园 省人大住房 得房高 视野阳光好 读外国语学校,高层(共32层),https://nc.anjuke.com/prop/view/A1567174074?from=filter&spread=commsearch_p&position=1602&kwtype=filter&now_time=1550802712,190m²
4602,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,17826元/m²,2015年建造,410,4室2厅,（万科自营）万科粹叠园 通透大平层 大四房 大客厅 全天阳光,高层(共30层),https://nc.anjuke.com/prop/view/A1587176715?from=filter&spread=commsearch_p&position=1603&kwtype=filter&now_time=1550802712,230m²
4603,"绿地悦城F区  红谷滩-九龙湖新区-西站大街,近三清山大道",17830元/m²,2014年建造,378,5室2厅,绿地悦城 大平层 地铁学 区商业统统在旁边 房东急售,中层(共32层),https://nc.anjuke.com/prop/view/A1579698730?from=filter&spread=commsearch_p&position=1604&kwtype=filter&now_time=1550802712,212m²
4604,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",10526元/m²,2017年建造,40,2室2厅,九龙湖省政府双地铁繁华滨江CBD商务办公江景SOHO找我品议,中层(共22层),https://nc.anjuke.com/prop/view/A1586151763?from=filter&spread=commsearch_p&position=1605&kwtype=filter&now_time=1550802712,38m²
4605,红谷瑞仕城际广场  红谷滩-九龙湖新区-西站大街,10000元/m²,2017年建造,40,2室1厅,西客站旁 4.2米LOFT现房公寓  带大阳台 找我团购价,中层(共18层),https://nc.anjuke.com/prop/view/A1588241662?from=filter&spread=commsearch_p&position=1606&kwtype=filter&now_time=1550802712,40m²
4606,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19838元/m²,2016年建造,380,4室2厅,（万科自营）九龙湖旁 省人大集资 双学双铁环境优美,中层(共33层),https://nc.anjuke.com/prop/view/A1587751734?from=filter&spread=commsearch_p&position=1607&kwtype=filter&now_time=1550802712,191m²
4607,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,18881元/m²,2015年建造,270,4室2厅,万科粹叠园 省人大住房 户型方正 3房朝南 得房率高 急售,高层(共33层),https://nc.anjuke.com/prop/view/A1567174079?from=filter&spread=commsearch_p&position=1608&kwtype=filter&now_time=1550802712,143m²
4608,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",20968元/m²,2018年建造,390,5室3厅,新省政府旁 新力铂园高端叠墅上下3层 送私家花园来电享团优惠,共3层,https://nc.anjuke.com/prop/view/A1586889062?from=filter&spread=commsearch_p&position=1609&kwtype=filter&now_time=1550802712,186m²
4609,"绿地悦城A区  红谷滩-九龙湖新区-西站大街,近三清山大道",17483元/m²,2015年建造,250,3室2厅,九龙湖 绿地悦城A区 南师附小 好地段低首付 涨价优选,低层(共18层),https://nc.anjuke.com/prop/view/A1588738954?from=filter&spread=commsearch_p&position=1610&kwtype=filter&now_time=1550802712,143m²
4610,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,17103元/m²,2016年建造,240,4室2厅,九龙湖国博 送30平露台四房花园洋房 新出的房源高层价买洋房,中层(共6层),https://nc.anjuke.com/prop/view/A1575269505?from=filter&spread=commsearch_p&position=1611&kwtype=filter&now_time=1550802712,140m²
4611,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,16455元/m²,2015年建造,285,4室2厅,绿地国际博览城一二楼洋房 花园入户 房东着急用钱 诚心出售,低层(共6层),https://nc.anjuke.com/prop/view/A1578927761?from=filter&spread=commsearch_p&position=1612&kwtype=filter&now_time=1550802712,173m²
4612,绿地悦城B区  红谷滩-九龙湖新区-西站大街,18042元/m²,2014年建造,258,3室2厅,西站大街绿地悦城市政府单位集资3房 送车位带地暖 外国语,高层(共18层),https://nc.anjuke.com/prop/view/A1584871983?from=filter&spread=commsearch_p&position=1613&kwtype=filter&now_time=1550802712,143m²
4613,绿地国际博览城珑玺  红谷滩-九龙湖新区-九龙大道1177号,17571元/m²,2015年建造,311,5室2厅,绿地国博洋房带前后花园 送5.2米层高地下室 育新二中 急售,低层(共6层),https://nc.anjuke.com/prop/view/A1579608234?from=filter&spread=commsearch_p&position=1614&kwtype=filter&now_time=1550802712,177m²
4614,红谷瑞仕城际广场  红谷滩-九龙湖新区-西站大街,9385元/m²,2017年建造,61,3室2厅,九龙湖西客站旁双地铁口，红谷瑞仕城际LOFT现房公寓，送阳台,中层(共17层),https://nc.anjuke.com/prop/view/A1513654004?from=filter&spread=commsearch_p&position=1615&kwtype=filter&now_time=1550802712,65m²
4615,力高御景天城  红谷滩-九龙湖新区-西站大街518号,14545元/m²,2017年建造,160,4室2厅,九龙湖西客站旁不限购 力高御景天城 楼下即是地铁省妇幼保医院,中层(共28层),https://nc.anjuke.com/prop/view/A1588848742?from=filter&spread=commsearch_p&position=1616&kwtype=filter&now_time=1550802712,110m²
4616,"绿地悦城A区  红谷滩-九龙湖新区-西站大街,近三清山大道",16981元/m²,2014年建造,360,5室2厅,九龙湖省级单位房绿地悦城 西站省府旁 读育新 地铁国体站,低层(共18层),https://nc.anjuke.com/prop/view/A1585943281?from=filter&spread=commsearch_p&position=1617&kwtype=filter&now_time=1550802712,212m²
4617,新宇盛世广场  红谷滩-九龙湖新区-西站大街1888号,9630元/m²,2017年建造,52,2室1厅,本人是新宇盛世内部人员。直接来售楼部找我可享95折。来电优惠,低层(共23层),https://nc.anjuke.com/prop/view/A1571131279?from=filter&spread=commsearch_p&position=1618&kwtype=filter&now_time=1550802712,54m²
4618,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14655元/m²,2018年建造,170,3室2厅,精 新力东园 精装通透三房 新力品质开发 来电可享额外优惠,中层(共32层),https://nc.anjuke.com/prop/view/A1503760291?from=filter&spread=commsearch_p&position=1619&kwtype=filter&now_time=1550802712,116m²
4619,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,13877元/m²,2015年建造,168,3室2厅,房东诚心卖，价钱可以见面谈，因为要去外地发展。,中层(共32层),https://nc.anjuke.com/prop/view/A1551196463?from=filter&spread=commsearch_p&position=1620&kwtype=filter&now_time=1550802712,121m²
4620,"绿地悦城A区  红谷滩-九龙湖新区-西站大街,近三清山大道",16981元/m²,2014年建造,360,5室2厅,九龙湖省级单位房绿地悦城 西站省府旁 读育新 地铁国体站,低层(共18层),https://nc.anjuke.com/prop/view/A1585943281?from=filter&spread=commsearch_p&position=1621&kwtype=filter&now_time=1550802714,212m²
4621,新宇盛世广场  红谷滩-九龙湖新区-西站大街1888号,9630元/m²,2017年建造,52,2室1厅,本人是新宇盛世内部人员。直接来售楼部找我可享95折。来电优惠,低层(共23层),https://nc.anjuke.com/prop/view/A1571131279?from=filter&spread=commsearch_p&position=1622&kwtype=filter&now_time=1550802714,54m²
4622,新宇盛世广场  红谷滩-九龙湖新区-西站大街1888号,9630元/m²,2017年建造,52,2室1厅,本人是新宇盛世内部人员。直接来售楼部找我可享95折。来电优惠,低层(共23层),https://nc.anjuke.com/prop/view/A1544843008?from=filter&spread=commsearch_p&position=1623&kwtype=filter&now_time=1550802714,54m²
4623,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14655元/m²,2018年建造,170,3室2厅,精 新力东园 精装通透三房 新力品质开发 来电可享额外优惠,中层(共32层),https://nc.anjuke.com/prop/view/A1503760291?from=filter&spread=commsearch_p&position=1624&kwtype=filter&now_time=1550802714,116m²
4624,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,13877元/m²,2015年建造,168,3室2厅,房东诚心卖，价钱可以见面谈，因为要去外地发展。,中层(共32层),https://nc.anjuke.com/prop/view/A1551196463?from=filter&spread=commsearch_p&position=1625&kwtype=filter&now_time=1550802714,121m²
4625,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,15278元/m²,2014年建造,143,3室2厅,绿地国际博览城 水岸名邸 读二中 看江景 交通便利 舒适安逸,高层(共32层),https://nc.anjuke.com/prop/view/A1494729314?from=filter&spread=commsearch_p&position=1626&kwtype=filter&now_time=1550802714,93m²
4626,恒天时尚中心  红谷滩-九龙湖新区-赣江南大道1566号,12051元/m²,2017年建造,47,1室1厅,办公商务区，国体中心对面，赣商中心旁，平安大厦隔壁双地铁,高层(共23层),https://nc.anjuke.com/prop/view/A1548493275?from=filter&spread=commsearch_p&position=1627&kwtype=filter&now_time=1550802714,39m²
4627,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,14783元/m²,2015年建造,170,3室2厅,房东诚心卖，去国外发展，精装修的新房子，忍痛割爱。,低层(共32层),https://nc.anjuke.com/prop/view/A1548387051?from=filter&spread=commsearch_p&position=1628&kwtype=filter&now_time=1550802714,115m²
4628,明园九龙湾  红谷滩-九龙湖新区-国体大道,21243元/m²,2015年建造,300,4室2厅,九龙湖中心 南师附小旁 楼下就是地铁口 带豪华装修 没住过,高层(共32层),https://nc.anjuke.com/prop/view/A1585623274?from=filter&spread=commsearch_p&position=1629&kwtype=filter&now_time=1550802714,141m²
4629,绿地悦城D区  红谷滩-九龙湖新区-西站大街,18042元/m²,2013年建造,258,3室2厅,绿地悦城D区 南北通透大三房 读南师附小 外国语 随时看房,中层(共18层),https://nc.anjuke.com/prop/view/A1579205854?from=filter&spread=commsearch_p&position=1630&kwtype=filter&now_time=1550802714,143m²
4630,绿地国际博览城玖玺  红谷滩-九龙湖新区-九龙大道1177号,17388元/m²,2014年建造,245,4室2厅,国博3楼洋房 自带车位 阳光无挡 房东急出诚售 产证在手,中层(共6层),https://nc.anjuke.com/prop/view/A1564904691?from=filter&spread=commsearch_p&position=1631&kwtype=filter&now_time=1550802714,140m²
4631,华润凯旋门  红谷滩-九龙湖新区-西站东街,14554元/m²,2014年建造,163,4室2厅,有钥匙真实图片真实视频163万只要您要我让业主签 只卖三 天,高层(共11层),https://nc.anjuke.com/prop/view/A1556174698?from=filter&spread=commsearch_p&position=1632&kwtype=filter&now_time=1550802714,112m²
4632,绿地悦城E区  红谷滩-九龙湖新区-江西省南昌市红角洲学府大道西站大街,16434元/m²,2014年建造,235,3室2厅,红谷滩九龙湖中心 绿地悦城 南师附小 外国语中学 国体中心旁,高层(共18层),https://nc.anjuke.com/prop/view/A1580404424?from=filter&spread=commsearch_p&position=1633&kwtype=filter&now_time=1550802714,143m²
4633,恒天时尚中心  红谷滩-九龙湖新区-赣江南大道1566号,9333元/m²,2017年建造,42,2室1厅,本人是恒天中心内部人员。直接来售楼部找我可享95折。来电优惠,低层(共22层),https://nc.anjuke.com/prop/view/A1544843000?from=filter&spread=commsearch_p&position=1634&kwtype=filter&now_time=1550802714,45m²
4634,红谷瑞仕城际广场  红谷滩-九龙湖新区-西站大街,8727元/m²,2017年建造,48,2室1厅,西客站旁 现房现房 复试公寓 地铁口 抵工程款 特价出售,高层(共18层),https://nc.anjuke.com/prop/view/A1560388543?from=filter&spread=commsearch_p&position=1635&kwtype=filter&now_time=1550802714,55m²
4635,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,18116元/m²,2012年建造,250,4室2厅,博览城精装洋房带大露台 从未住过 去外地买房看房随时,中层(共6层),https://nc.anjuke.com/prop/view/A1549102773?from=filter&spread=commsearch_p&position=1636&kwtype=filter&now_time=1550802714,138m²
4636,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",9474元/m²,2018年建造,36,2室1厅,巨汇名住，员工指标房转让，带阳台，只有两套，户型超棒,中层(共18层),https://nc.anjuke.com/prop/view/A1577233508?from=filter&spread=commsearch_p&position=1637&kwtype=filter&now_time=1550802714,38m²
